imdb,title,year
tt0088184,Stranger Than Paradise,1984.0
tt3904278,We Go On,2016.0
tt1677561,Colorful,2010.0
tt0479647,Bon Cop Bad Cop,2006.0
tt0095270,Hairspray,1988.0
tt2193418,Hammer of the Gods,2013.0
tt2838678,A Royal Christmas,2014.0
tt0108526,We're Back! A Dinosaur's Story,1993.0
tt0094025,Stakeout,1987.0
tt0074174,The Bad News Bears,1976.0
tt0106500,CB4,1993.0
tt0913968,The Warlords,2007.0
tt1433813,Hubble 3D,2010.0
tt1295085,Gifted Hands: The Ben Carson Story,2009.0
tt3399484,The Sand,2015.0
tt2272350,The Battery,2012.0
tt0473488,A Guide to Recognizing Your Saints,2006.0
tt0164114,Drive Me Crazy,1999.0
tt2421662,The Challenger,2013.0
tt0057345,Contempt,1963.0
tt0045891,How to Marry a Millionaire,1953.0
tt1276434,Van Wilder: Freshman Year,2009.0
tt0119891,Phantoms,1998.0
tt6700846,AlphaGo,2017.0
tt1708135,13 Minutes,2015.0
tt0078754,All That Jazz,1979.0
tt1885300,Best Man Down,2012.0
tt3328716,Paper Planes,2014.0
tt0080025,Time After Time,1979.0
tt0102250,L.A. Story,1991.0
tt0780608,Smiley Face,2007.0
tt0069089,Pink Flamingos,1972.0
tt0409345,Surveillance,2008.0
tt0439662,Fanaa,2006.0
tt3321254,Barbie & Her Sisters in A Pony Tale,2013.0
tt0102915,Showdown in Little Tokyo,1991.0
tt0120241,Suicide Kings,1998.0
tt0104756,Lorenzo's Oil,1992.0
tt5497458,The Watcher,2016.0
tt6714534,Get Me Roger Stone,2017.0
tt1576699,Mirrors 2,2010.0
tt3433074,Mrs. Brown's Boys D'Movie,2014.0
tt0390221,Maria Full of Grace,2004.0
tt7410684,Ali Wong: Hard Knock Wife,2018.0
tt7063210,The Place,2017.0
tt0100449,Quick Change,1990.0
tt2945796,The Rise of the Krays,2015.0
tt0095583,Maniac Cop,1988.0
tt0485976,Rob-B-Hood,2006.0
tt0023427,Scarface,1932.0
tt1698010,TT3D: Closer to the Edge,2011.0
tt5615976,Date with Love,2016.0
tt6749318,Speed Kills,2018.0
tt8535180,Kill Chain,2019.0
tt0087365,"Greystoke: The Legend of Tarzan, Lord of the Apes",1984.0
tt0036855,Gaslight,1944.0
tt6251024,Office Uprising,2018.0
tt0084555,Santa Claus Is a Stinker,1982.0
tt0093185,The Hidden,1987.0
tt3885524,The Phenom,2016.0
tt1717578,Bill Burr: Let It Go,2010.0
tt5815944,Tokyo Ghoul,2017.0
tt0377091,Mean Creek,2004.0
tt3448226,Rampage: Capital Punishment,2014.0
tt3844876,The Legend of Ben Hall,2016.0
tt2012011,Scenic Route,2013.0
tt0074452,The Eagle Has Landed,1976.0
tt0367975,Lisbela and the Prisoner,2003.0
tt0088414,The Woman in Red,1984.0
tt1493842,Beauty & the Briefcase,2010.0
tt4670016,Wolves at the Door,2016.0
tt0103285,Once Upon a Time in China,1991.0
tt1431181,Another Year,2010.0
tt2441982,The Visitors: Bastille Day,2016.0
tt0455323,Being Flynn,2012.0
tt0486674,What Just Happened,2008.0
tt4105584,Deep,2017.0
tt1486190,Tamara Drewe,2010.0
tt0107711,Nowhere to Run,1993.0
tt0091799,Psycho III,1986.0
tt0120701,Holy Man,1998.0
tt0799954,The Bridge,2006.0
tt5875282,"Surviving Compton: Dre, Suge and Michel'le",2016.0
tt4418398,We Still Steal the Old Way,2017.0
tt0112857,Devil in a Blue Dress,1995.0
tt2137286,Sofia the First: Once Upon a Princess,2012.0
tt1792647,Cirque du Soleil: Worlds Away,2012.0
tt4199898,Playmobil: The Movie,2019.0
tt8613876,Kidnapping Stella,2019.0
tt2967006,The Trip to Italy,2014.0
tt0088178,Stop Making Sense,1984.0
tt0109456,Color of Night,1994.0
tt4530184,Aziz Ansari: Live at Madison Square Garden,2015.0
tt0492389,Furry Vengeance,2010.0
tt0110971,Renaissance Man,1994.0
tt1986843,Fly Me to the Moon,2012.0
tt2178470,Yeh Jawaani Hai Deewani,2013.0
tt2920808,God's Pocket,2014.0
tt0325655,The Eye,2002.0
tt1132449,Lay the Favorite,2012.0
tt0454776,Amazing Grace,2006.0
tt6560164,Sweetheart,2019.0
tt9109306,The Final Wish,2019.0
tt6744044,Candy Jar,2018.0
tt3510480,Spy Time,2015.0
tt1680045,360,2012.0
tt3013160,Arrowhead,2017.0
tt0910905,In the Electric Mist,2009.0
tt0388182,King of California,2007.0
tt0940709,CJ7,2008.0
tt0079240,The First Great Train Robbery,1978.0
tt4086018,Charming,2018.0
tt0318374,The Cooler,2003.0
tt6215212,Every Christmas Has a Story,2016.0
tt0107091,Heart and Souls,1993.0
tt0114478,Smoke,1995.0
tt0104299,Freejack,1992.0
tt2446108,Monster High: Ghouls Rule,2012.0
tt0810784,Bright Star,2009.0
tt5302658,Love on the Sidelines,2016.0
tt2433040,Beyond the Mask,2015.0
tt5914996,No Game No Life: Zero,2017.0
tt1280558,A Wednesday!,2008.0
tt0486051,Wind Chill,2007.0
tt0193524,The Star Wars Holiday Special,1978.0
tt6425560,Scooby-Doo! Shaggy's Showdown,2017.0
tt1718199,Dragon,2011.0
tt0396184,Pusher II: With Blood on My Hands,2004.0
tt0083109,Cabbage Soup,1981.0
tt0028950,Grand Illusion,1937.0
tt1196204,Cemetery Junction,2010.0
tt3602128,Night of the Living Deb,2015.0
tt0435680,Kidulthood,2006.0
tt0174480,Autumn in New York,2000.0
tt0338852,The Cheetah Girls,2003.0
tt0076070,The Gauntlet,1977.0
tt3579524,Ghost in the Shell Arise - Border 3: Ghost Tears,2014.0
tt0059243,The Great Race,1965.0
tt0042041,White Heat,1949.0
tt1587414,LEGO: The Adventures of Clutch Powers,2010.0
tt11112140,How to Train Your Dragon: Homecoming,2019.0
tt3762944,Hello Ladies: The Movie,2014.0
tt8530978,Beats,2019.0
tt5851786,Gnome Alone,2017.0
tt0110099,I.Q.,1994.0
tt0486640,Postal,2007.0
tt0780607,The Signal,2008.0
tt0373283,Saints and Soldiers,2003.0
tt0095690,Mystic Pizza,1988.0
tt0867418,Scooby-Doo! Pirates Ahoy!,2006.0
tt0323944,Shattered Glass,2003.0
tt2989524,Carrie Pilby,2017.0
tt0037017,Lifeboat,1944.0
tt0082118,The Burning,1981.0
tt4169250,M.S. Dhoni: The Untold Story,2016.0
tt3899516,Those People,2015.0
tt5692390,Status Update,2018.0
tt4353250,The Last Black Man in San Francisco,2019.0
tt4271918,An Inspector Calls,2015.0
tt0107286,Judgment Night,1993.0
tt2386278,Haunt,2014.0
tt0093624,Night of the Demons,1988.0
tt0047573,Them!,1954.0
tt8617844,Jim Jefferies: This Is Me Now,2018.0
tt0913445,Young People Fucking,2007.0
tt4827986,The Sense of an Ending,2017.0
tt1308667,South Park: Imaginationland,2008.0
tt3128900,Miss Meadows,2014.0
tt9107368,Bob Lazar: Area 51 and Flying Saucers,2018.0
tt2102496,Cabin Fever: Patient Zero,2014.0
tt0963207,George Carlin: It's Bad for Ya!,2008.0
tt2182972,Song One,2015.0
tt0426578,Sophie Scholl: The Final Days,2005.0
tt1054588,Flash of Genius,2008.0
tt0083722,Cat People,1982.0
tt0456123,Dikkenek,2006.0
tt0056111,Ivan's Childhood,1962.0
tt0829297,Ten Inch Hero,2007.0
tt10516984,Anima,2019.0
tt0050798,Old Yeller,1957.0
tt1830633,Home Makeover,2010.0
tt6890582,Psychokinesis,2018.0
tt8151874,Honey Boy,2019.0
tt1827512,The Kid with a Bike,2011.0
tt0058700,The Last Man on Earth,1964.0
tt0105488,Strictly Ballroom,1992.0
tt0097390,Fright Night Part 2,1988.0
tt0083624,Basket Case,1982.0
tt4460176,All of My Heart,2015.0
tt2707858,Yves Saint Laurent,2014.0
tt3405276,Minions: Puppy,2013.0
tt0096251,Tetsuo: The Iron Man,1989.0
tt3877296,The Cokeville Miracle,2015.0
tt2315152,A Werewolf Boy,2012.0
tt0408664,Nobody Knows,2004.0
tt0096913,Best of the Best,1989.0
tt0337909,Calendar Girls,2003.0
tt0095863,Phantasm II,1988.0
tt1535612,The Son of No One,2011.0
tt0086373,Strange Brew,1983.0
tt0081070,The Long Good Friday,1980.0
tt0080474,Brubaker,1980.0
tt1032825,The Other Woman,2010.0
tt3500544,Off Course,2015.0
tt0096866,The BFG,1989.0
tt2457282,Puella Magi Madoka Magica the Movie Part III: Rebellion,2013.0
tt6286216,A Dash of Love,2017.0
tt0791304,Georgia Rule,2007.0
tt4282872,Dead Story,2017.0
tt0037884,The Lost Weekend,1945.0
tt1935914,The Last Days,2013.0
tt0079766,Quadrophenia,1979.0
tt0103671,American Me,1992.0
tt2130270,The Mule,2014.0
tt0457655,After the Wedding,2006.0
tt0816671,Teen Titans: Trouble in Tokyo,2006.0
tt0092593,Au Revoir les Enfants,1987.0
tt0282687,Life or Something Like It,2002.0
tt1756799,The Day,2011.0
tt2395469,Gully Boy,2019.0
tt2011971,Monsieur Lazhar,2011.0
tt5278460,Audrie & Daisy,2016.0
tt3833822,Daft Punk Unchained,2015.0
tt5816374,Band Aid,2017.0
tt1227378,"Fat, Sick & Nearly Dead",2010.0
tt0082474,The Great Muppet Caper,1981.0
tt1664894,Cave of Forgotten Dreams,2010.0
tt0808244,Easy Virtue,2008.0
tt2552394,The Legend of Barney Thomson,2015.0
tt1833673,Dhoom 3,2013.0
tt0082307,The Beyond,1981.0
tt1254322,The Girl King,2015.0
tt0267287,Avalon,2001.0
tt0121210,Dinner for One,1963.0
tt0494652,Welcome Home Roscoe Jenkins,2008.0
tt0098645,Who's Harry Crumb?,1989.0
tt3029476,Pressure,2015.0
tt0056663,Vivre Sa Vie,1962.0
tt7983844,Take Your Pills,2018.0
tt0112913,Fallen Angels,1995.0
tt0140883,Casper Meets Wendy,1998.0
tt0286751,Pulse,2001.0
tt6598626,Take Me,2017.0
tt0066011,Love Story,1970.0
tt0040525,The Lady from Shanghai,1947.0
tt0107501,The Man Without a Face,1993.0
tt6878882,Operation Red Sea,2018.0
tt0119905,The Players Club,1998.0
tt0120824,The Shipping News,2001.0
tt6138228,Downrange,2018.0
tt5748392,Escape Room,2017.0
tt1985017,Atlas Shrugged: Part II,2012.0
tt5026378,Kingsman: The Secret Service Revealed,2015.0
tt0462519,School for Scoundrels,2006.0
tt0051207,The Wrong Man,1956.0
tt1697851,Burn Notice: The Fall of Sam Axe,2011.0
tt5826432,Burning Sands,2017.0
tt3146360,Belle and Sebastian,2013.0
tt2315200,"Me, Myself and Mum",2013.0
tt0354623,Hellraiser: Hellworld,2005.0
tt1320082,The Concert,2009.0
tt0062136,PlayTime,1967.0
tt2752688,Rosewater,2014.0
tt0157472,Clockstoppers,2002.0
tt6536944,Monster High: Electrified,2017.0
tt0236640,Prozac Nation,2001.0
tt0038969,Song of the South,1946.0
tt1713440,Smoke & Mirrors,2016.0
tt0117011,Maximum Risk,1996.0
tt2465578,Human Capital,2014.0
tt0080549,Coal Miner's Daughter,1980.0
tt4505830,Jesse Stone: Lost in Paradise,2015.0
tt1545759,Point Blank,2010.0
tt0318081,A Sound of Thunder,2005.0
tt0837106,Arn: The Knight Templar,2007.0
tt0119123,Fire Down Below,1997.0
tt5534434,Victor Crowley,2017.0
tt3021360,Faults,2014.0
tt0379225,The Corporation,2003.0
tt0415965,Martian Child,2007.0
tt1870419,Hatchet III,2013.0
tt7456312,The Last Thing He Wanted,2020.0
tt4685806,The Con Is On,2018.0
tt1668200,Sarah's Key,2010.0
tt6243140,Ravenous,2017.0
tt10208198,"The Gangster, the Cop, the Devil",2019.0
tt1082853,Management,2009.0
tt0817225,Secret Sunshine,2007.0
tt7048622,The Insult,2017.0
tt0345551,Latter Days,2003.0
tt0388139,It's All Gone Pete Tong,2004.0
tt0080437,The Big Red One,1980.0
tt1270835,Hatchet II,2010.0
tt3845670,Seoul Station,2016.0
tt6582384,Red Nose Day Actually,2017.0
tt2024521,My Name Is Lenny,2017.0
tt5628302,Beast,2018.0
tt0468565,Tsotsi,2005.0
tt7616148,Luce,2019.0
tt2093270,The Returned,2013.0
tt0114906,Welcome to the Dollhouse,1996.0
tt1194616,LOL (Laughing Out Loud),2008.0
tt6019206,Kill Bill: The Whole Bloody Affair,2011.0
tt0765128,Oceans,2009.0
tt0070832,Three Wishes for Cinderella,1973.0
tt8738964,Clergy,2018.0
tt0100485,Revenge,1990.0
tt0058450,The Umbrellas of Cherbourg,1964.0
tt0264508,Dagon,2001.0
tt1621429,S.W.A.T.: Firefight,2011.0
tt1029235,Max Manus: Man of War,2008.0
tt3374966,The Mafia Kills Only in Summer,2013.0
tt3776288,Sniper: Legacy,2014.0
tt3741632,The Leisure Seeker,2018.0
tt4591310,The Monkey King 2,2016.0
tt0134619,Disturbing Behavior,1998.0
tt1795702,Wild Bill,2011.0
tt0090098,Summer Rental,1985.0
tt0326769,Biker Boyz,2003.0
tt0178737,Mansfield Park,1999.0
tt0117128,Mystery Science Theater 3000: The Movie,1996.0
tt0092699,Broadcast News,1987.0
tt5843780,River Runs Red,2018.0
tt2330866,The Thieves,2012.0
tt3780500,Journey's End,2017.0
tt0113305,Higher Learning,1995.0
tt4576612,Comment c'est Loin,2015.0
tt1986806,DC Showcase: Catwoman,2011.0
tt0125454,Paulie,1998.0
tt0094739,Big Business,1988.0
tt4935418,Baskın,2015.0
tt0342492,The Green Butchers,2003.0
tt2181931,English Vinglish,2012.0
tt6684884,Ladies in Black,2018.0
tt1366338,Lowriders,2017.0
tt3854562,Star Trek - Horizon,2016.0
tt1838571,Juan of the Dead,2011.0
tt1332134,King of Devil's Island,2010.0
tt1551630,Pawn,2013.0
tt4717798,Scooby-Doo! and Kiss: Rock and Roll Mystery,2015.0
tt1883180,A Pigeon Sat on a Branch Reflecting on Existence,2014.0
tt1781069,Zeitgeist: Moving Forward,2011.0
tt0074695,Cross of Iron,1977.0
tt5764096,Hindi Medium,2017.0
tt1614950,Avalon High,2011.0
tt1119191,The Killing Room,2009.0
tt1703048,Naruto Shippuden the Movie: The Lost Tower,2010.0
tt0301976,The United States of Leland,2003.0
tt0067588,Play Misty for Me,1971.0
tt3455224,Virunga,2014.0
tt1474311,Prep & Landing,2009.0
tt0089393,Just One of the Guys,1985.0
tt0325537,Head of State,2003.0
tt1111890,Diary of a Nymphomaniac,2008.0
tt4797436,Jack Goes Home,2016.0
tt0116707,Joe's Apartment,1996.0
tt0110116,Immortal Beloved,1994.0
tt0109327,Brainscan,1994.0
tt0118845,Happy Together,1997.0
tt6041048,Autumn in the Vineyard,2016.0
tt3162938,The True Cost,2015.0
tt0410650,Species III,2004.0
tt0088117,"Silent Night, Deadly Night",1984.0
tt3096858,They're Watching,2016.0
tt0098354,Society,1989.0
tt5041296,Muse,2017.0
tt2926810,ABCs of Death 2,2014.0
tt2702348,Madly Madagascar,2013.0
tt2027140,Mood Indigo,2013.0
tt10006006,A Christmas Prince: The Royal Baby,2019.0
tt1618435,Scooby-Doo! Curse of the Lake Monster,2010.0
tt0384819,Azumi,2003.0
tt7200946,"Oh, Ramona!",2019.0
tt2076781,6 Days to Air: The Making of South Park,2011.0
tt0103950,City Hunter,1993.0
tt4778988,LBJ,2017.0
tt7959216,Utøya: July 22,2018.0
tt0167427,Superstar,1999.0
tt0463312,Search,2006.0
tt5278832,The Lure,2015.0
tt2025526,War of the Arrows,2011.0
tt1356864,I'm Still Here,2010.0
tt5982852,Jolly LLB 2,2017.0
tt4056738,Do You Believe?,2015.0
tt3286560,The Last Face,2016.0
tt0068768,Joe Kidd,1972.0
tt8128188,High Flying Bird,2019.0
tt0422272,Fragile,2005.0
tt4557956,Crash Pad,2017.0
tt0082782,My Bloody Valentine,1981.0
tt1959409,Imaginaerum,2012.0
tt2510028,Frontera,2014.0
tt0065724,Five Easy Pieces,1970.0
tt10575038,Aziz Ansari: Right Now,2019.0
tt0092048,Tampopo,1985.0
tt2396224,It's Such a Beautiful Day,2012.0
tt5828874,My Summer Prince,2016.0
tt0322389,George of the Jungle 2,2003.0
tt0072926,The Eiger Sanction,1975.0
tt0081383,Prom Night,1980.0
tt1027862,Swing Vote,2008.0
tt1105263,Bleach the Movie: Memories of Nobody,2006.0
tt1183276,The Horde,2010.0
tt4519400,Check Point,2017.0
tt2958484,The Smurfs: The Legend of Smurfy Hollow,2013.0
tt1781896,The Scorpion King 3: Battle for Redemption,2012.0
tt7476236,Minding the Gap,2019.0
tt1235796,Ondine,2009.0
tt3541524,Line of Duty,2019.0
tt3565904,"Monster High: Frights, Camera, Action!",2014.0
tt0080365,American Gigolo,1980.0
tt1111833,Super High Me,2007.0
tt0159784,Takedown,2000.0
tt0835418,The Babymakers,2012.0
tt0099334,Cyrano de Bergerac,1990.0
tt0760311,He Was a Quiet Man,2007.0
tt0351817,The Twilight Samurai,2002.0
tt0081698,Used Cars,1980.0
tt0997047,College Road Trip,2008.0
tt0098987,The Adventures of Ford Fairlane,1990.0
tt5651050,Bright Lights: Starring Carrie Fisher and Debbie Reynolds,2016.0
,Star Wars: Episode IV - A New Hope,1977.0
tt1371155,Made in Dagenham,2010.0
tt0071577,The Great Gatsby,1974.0
tt2784134,Battle For SkyArk,2015.0
tt0992911,Flash Point,2007.0
tt4489416,The Anthem of the Heart,2016.0
tt8769032,The Hows of Us,2018.0
tt2027136,Kristy,2014.0
tt1194238,Polytechnique,2009.0
tt0205873,The Dish,2000.0
tt4621872,Like Crazy,2016.0
tt0455957,Goya's Ghosts,2006.0
tt0076137,Herbie Goes to Monte Carlo,1977.0
tt0082783,My Dinner with Andre,1981.0
tt2920540,20.000 Days on Earth,2014.0
tt2935390,The Snare,2017.0
tt1602472,2 Days in New York,2012.0
tt0396707,The Secret of Moonacre,2008.0
tt2948840,Life,2015.0
tt3900796,Temps,2016.0
tt0078504,The Wiz,1978.0
tt3261302,Dinosaur Island,2014.0
tt6045466,Madame,2017.0
tt0361411,Bride & Prejudice,2004.0
tt3296658,Rams,2015.0
tt0484877,Wedding Daze,2006.0
tt0065531,Le Cercle Rouge,1970.0
tt1020773,Certified Copy,2010.0
tt0098213,Roger & Me,1989.0
tt0053946,Inherit the Wind,1960.0
tt0106452,Body Snatchers,1993.0
tt0102293,Riki-Oh: The Story of Ricky,1991.0
tt0112681,Citizen X,1995.0
tt0065528,Catch-22,1970.0
tt0308383,The Human Stain,2003.0
tt9170648,Trevor Noah: Son of Patricia,2018.0
tt0324127,Suspect Zero,2004.0
tt1128075,Love Exposure,2009.0
tt2229511,Wer,2013.0
tt1093370,Jab We Met,2007.0
tt6399158,Fabricated City,2017.0
tt1427298,The Human Race,2013.0
tt2465140,The Single Moms Club,2014.0
tt1276962,How to Make Money Selling Drugs,2012.0
tt4510398,4Got10,2015.0
tt4550420,My Blind Brother,2016.0
tt0093407,Less than Zero,1987.0
tt1687247,Life in a Day,2011.0
tt0249478,Domestic Disturbance,2001.0
tt4926538,The Tuche Family: The American Dream,2016.0
tt0092263,A Better Tomorrow,1986.0
tt0427969,Hollywoodland,2006.0
tt0082045,Banana Joe,1982.0
tt1954701,A Coffee in Berlin,2012.0
tt1525836,Gantz: Perfect Answer,2011.0
tt0791188,Naruto the Movie: Legend of the Stone of Gelel,2005.0
tt0090103,The Sure Thing,1985.0
tt0104454,Howards End,1992.0
tt5752606,Maze,2017.0
tt5866930,The Adventurers,2017.0
tt2032557,The Reluctant Fundamentalist,2013.0
tt0959329,Nine Dead,2010.0
tt0246894,Rollerball,2002.0
tt5050200,Beyond Valkyrie: Dawn of the Fourth Reich,2016.0
tt3066270,Sole a catinelle,2013.0
tt0058898,Alphaville,1965.0
tt3766424,Jackass Presents: Bad Grandpa .5,2014.0
tt0366292,One Missed Call,2003.0
tt0098320,Shocker,1989.0
tt0252444,Rabbit-Proof Fence,2002.0
tt0405821,Casshern,2004.0
tt0466893,Margaret,2011.0
tt3264102,Red Army,2014.0
tt6333052,Casting JonBenet,2017.0
tt0058089,Fantomas,1964.0
tt7098658,Raazi,2018.0
tt1657283,Honey 2,2011.0
tt3923004,Lake Alice,2017.0
tt3495026,Fan,2016.0
tt0134618,"Mystery, Alaska",1999.0
tt0274546,Hellraiser: Hellseeker,2002.0
tt0048281,The Ladykillers,1955.0
tt0380268,Cocaine Cowboys,2006.0
tt2366450,Stories We Tell,2012.0
tt0040724,Red River,1948.0
tt0298845,In America,2003.0
tt2176013,Jab Tak Hai Jaan,2012.0
tt4717402,MFKZ,2018.0
tt1103982,The Girlfriend Experience,2009.0
tt2963232,The Hunters,2013.0
tt1368440,Branded,2012.0
tt0091993,SpaceCamp,1986.0
tt0960890,Zombie Strippers!,2008.0
tt0108941,The Stand,1994.0
tt0054443,Village of the Damned,1960.0
tt2638662,Summer Camp,2016.0
tt0037913,Mildred Pierce,1945.0
tt0065571,The Conformist,1970.0
tt0365847,The Myth,2005.0
tt3311988,The Abandoned,2015.0
tt1555093,The Seasoning House,2012.0
tt5843670,The Stakelander,2016.0
tt0089730,Once Bitten,1985.0
tt0077838,The Last Waltz,1978.0
tt1082588,Gabriel Iglesias: Hot and Fluffy,2007.0
tt0080923,Inferno,1980.0
tt1059955,The Pixar Story,2007.0
tt0038991,The Stranger,1946.0
tt1879030,Desire,2011.0
tt0061107,Torn Curtain,1966.0
tt0903135,The Invincible Iron Man,2007.0
tt4120176,Things to Come,2016.0
tt0308353,Happily N'Ever After,2006.0
tt0067959,Walkabout,1971.0
tt1111948,Soul Men,2008.0
tt0089543,The Man with One Red Shoe,1985.0
tt4104022,"People, Places, Things",2015.0
tt0120620,Brokedown Palace,1999.0
tt0392878,The Onion Movie,2008.0
tt1793931,The Tuche Family,2011.0
tt2280378,The Punisher: Dirty Laundry,2012.0
tt2481496,Mercy,2014.0
tt3824412,Results,2015.0
tt0050706,Mon Oncle,1958.0
tt1999167,Naruto Shippuden the Movie: Blood Prison,2011.0
tt1336006,The Revenant,2009.0
tt1701210,Black Gold,2011.0
tt5235348,Marco Polo: One Hundred Eyes,2015.0
tt1821480,Kahaani,2012.0
tt0335563,Wonderland,2003.0
tt5456120,Donald Trump's The Art of the Deal: The Movie,2016.0
tt4978710,Marjorie Prime,2017.0
tt2165859,In Fear,2013.0
tt1314715,Barbie in 'A Christmas Carol',2008.0
tt6462462,Le Brio,2017.0
tt0091288,Jean de Florette,1986.0
tt5692030,Ms. Matched,2016.0
tt1349482,Bring It On: Fight to the Finish,2009.0
tt1828970,Evidence,2013.0
tt7838252,K.G.F: Chapter 1,2018.0
tt0334965,Bring It On Again,2004.0
tt0069467,Cries and Whispers,1972.0
tt2377938,Special 26,2013.0
tt5017936,Prodigy,2017.0
tt3723780,Quackerz,2016.0
tt1700258,Kokowääh,2011.0
tt1853563,Foo Fighters: Back and Forth,2011.0
tt2837336,Amnesiac,2015.0
tt0056085,How the West Was Won,1962.0
tt4938416,Lego DC Comics Super Heroes: Justice League  Attack of the Legion of Doom!,2015.0
tt0051337,The 7th Voyage of Sinbad,1958.0
tt5461956,The Clapper,2018.0
tt3062976,Learning to Drive,2014.0
tt2392672,Reality,2014.0
tt0080520,Cheech & Chong's Next Movie,1980.0
tt0083908,Evil Under the Sun,1982.0
tt4435082,Running Wild,2017.0
tt1273221,London Fields,2018.0
tt0476735,My Father and My Son,2005.0
tt2334733,Madame Bovary,2015.0
tt0019760,Man with a Movie Camera,1929.0
tt5130912,Birdman,2014.0
tt0369060,Infernal Affairs II,2003.0
tt6728096,The Breaker Upperers,2018.0
tt0077711,Autumn Sonata,1978.0
tt0105156,Poison Ivy,1992.0
tt2263058,More Than Honey,2012.0
tt0100740,Tales from the Darkside: The Movie,1990.0
tt2639344,Love Is Strange,2014.0
tt4189494,Ordinary World,2016.0
tt1703049,Trigun: Badlands Rumble,2010.0
tt0077572,Force 10 from Navarone,1978.0
tt0120820,Senseless,1998.0
tt0087225,The Ewok Adventure,1984.0
tt0089421,King Solomon's Mines,1985.0
tt1833844,Berberian Sound Studio,2012.0
tt1508675,Le Havre,2011.0
tt5436228,Woman Walks Ahead,2018.0
tt2166616,Wrong Cops,2013.0
tt0443424,9,2005.0
tt0099165,The Bonfire of the Vanities,1990.0
tt0068612,Fritz the Cat,1972.0
tt3544734,Zapped,2014.0
tt0050539,The Incredible Shrinking Man,1957.0
tt3344694,The Secret Scripture,2016.0
tt1599351,Scooby-Doo! Abracadabra-Doo,2010.0
tt9526822,Alone/Together,2019.0
tt0110265,Killing Zoe,1993.0
tt2597242,At the Devil's Door,2014.0
tt0076141,High Anxiety,1977.0
tt0068931,The Mechanic,1972.0
tt3977462,Full Out,2015.0
tt0199683,Kikujiro,1999.0
tt0099703,The Grifters,1990.0
tt0099994,Leatherface: The Texas Chainsaw Massacre III,1990.0
tt0053619,L'Avventura,1960.0
tt0089901,Remo Williams: The Adventure Begins,1985.0
tt5563330,Whitney: Can I Be Me,2017.0
tt1231287,Labor Pains,2009.0
tt0448927,If I Were You,2006.0
tt0478024,SPL: Kill Zone,2005.0
tt1107319,Dirty Girl,2010.0
tt8041276,Paddleton,2019.0
tt0386741,Renaissance,2006.0
tt1657510,Gimme Shelter,2013.0
tt1957938,Narcopolis,2015.0
tt1718903,StreetDance 2,2012.0
tt0425601,Trailer Park Boys: The Movie,2006.0
tt0084777,Tenebre,1982.0
tt0449061,London,2006.0
tt0057261,Lord of the Flies,1963.0
tt0077355,Coma,1978.0
tt0484562,The Seeker: The Dark Is Rising,2007.0
tt1059836,Transit,2012.0
tt1867093,The Samaritan,2012.0
tt0060665,A Man for All Seasons,1966.0
tt0428870,A Moment to Remember,2004.0
tt3138122,Into the Ashes,2019.0
tt8400758,Killers Anonymous,2019.0
tt0252299,Buffalo Soldiers,2001.0
tt1650407,"Turn Me On, Dammit!",2011.0
tt0236027,Flickering Lights,2000.0
tt6156350,HyperNormalisation,2016.0
tt6173902,Hulk: Where Monsters Dwell,2016.0
tt0951335,The New Daughter,2009.0
tt3954660,Suntan,2016.0
tt7588790,Voyeur,2017.0
tt8239946,Tumbbad,2018.0
tt0082288,Dragonslayer,1981.0
tt0157016,I Stand Alone,1998.0
tt0094138,Three O'Clock High,1987.0
tt0107497,Malice,1993.0
tt0095897,The Presidio,1988.0
tt0280760,Igby Goes Down,2002.0
tt0082934,The Postman Always Rings Twice,1981.0
tt0064177,Colossus: The Forbin Project,1970.0
tt2885628,Nina Forever,2015.0
tt0310281,A Mighty Wind,2003.0
tt0844794,Northanger Abbey,2007.0
tt1523483,Kaboom,2010.0
tt4255110,Contracted: Phase II,2015.0
tt4266638,Krisha,2016.0
tt5807628,The Last Dragonslayer,2016.0
tt4814436,A Country Wedding,2015.0
tt5500148,Welcome to the Hartmanns,2016.0
tt0138946,The Yards,2000.0
tt0441048,Dhoom 2,2006.0
tt2853614,9 Month Stretch,2013.0
tt0374887,Munna Bhai M.B.B.S.,2003.0
tt0372873,Dragon Wars: D-War,2007.0
tt6263260,A Heavenly Christmas,2016.0
tt3496892,Petals on the Wind,2014.0
tt0048021,Rififi,1955.0
tt2753778,"The Death of ""Superman Lives"": What Happened?",2015.0
tt1222815,Chimpanzee,2012.0
tt3503840,Absolution,2015.0
tt0109348,Bullets Over Broadway,1994.0
tt7131870,Wolf Warrior 2,2017.0
tt3711510,The Warning,2018.0
tt0112625,Candyman: Farewell to the Flesh,1995.0
tt0116231,The Bandit,1996.0
tt0473188,The Death and Life of Bobby Z,2007.0
tt2077886,The Phantom of the Opera at the Royal Albert Hall,2011.0
,Star Wars: Episode V - The Empire Strikes Back,1980.0
tt0449086,Dominion: Prequel to the Exorcist,2005.0
tt6215044,Oceans Rising,2017.0
tt4911940,Goodbye Berlin,2016.0
tt1565958,Romantics Anonymous,2010.0
tt0107478,Made in America,1993.0
tt1068641,The Burning Plain,2008.0
tt3272570,All Things Must Pass,2015.0
tt2207072,The Volcano,2013.0
tt10548944,Teen Titans Go! vs. Teen Titans,2019.0
